"series","filename","title","object_url"
"EXPLORATION PLANS","3423-021.jpg","""A.C. Gregory - Bejoording to Sturt River through Wongan Hills.""","https://archive.sro.wa.gov.au/index.php/a-c-gregory-bejoording-to-sturt-river-through-wongan-hills-021"
"EXPLORATION PLANS","3423-022.jpg","""J.W. Gregory - survey of part of the West coast of Australia in the Schooner \""Thetis\"", 1847-48 (Lancelin - Peron Head).""","https://archive.sro.wa.gov.au/index.php/j-w-gregory-survey-of-part-of-the-west-coast-of-australia-in-the-schooner-thetis-1847-48-lancelin-peron-head-022"
"EXPLORATION PLANS","3423-023A.jpg","""F.T. Gregory - explorations in North Western Australia, April-November 1861 (Additions to 1865). Litho. compiled by Lands and Surveys, Melbourne, 1862.""","https://archive.sro.wa.gov.au/index.php/f-t-gregory-explorations-in-north-western-australia-april-november-1861-additions-to-1865-litho-compiled-by-lands-and-surveys-melbourne-1862-023a"
"EXPLORATION PLANS","3423-023.jpg","""C.C. Hunt - exploration track eastward, February-October 1864 (Western sheet, see also nos. 24 & 27).""","https://archive.sro.wa.gov.au/index.php/c-c-hunt-exploration-track-eastward-february-october-1864-western-sheet-see-also-nos-24-27-023"
"EXPLORATION PLANS","3423-024.jpg","""C.C. Hunt - exploration track eastward, February-October 1864 (Central sheet - see also nos. 23 & 27).""","https://archive.sro.wa.gov.au/index.php/c-c-hunt-exploration-track-eastward-february-october-1864-central-sheet-see-also-nos-23-27-024"
"EXPLORATION PLANS","3423-025.jpg","""C.C. Hunt - country eastward of York - sheet l (Western sheet - see also nos. 26 & 28), 1864-1866.""","https://archive.sro.wa.gov.au/index.php/c-c-hunt-country-eastward-of-york-sheet-l-western-sheet-see-also-nos-26-28-1864-1866-025"
"EXPLORATION PLANS","3423-026.jpg","""C.C. Hunt - country eastward of York - sheet III (Eastern sheet - see also nos. 25 & 28), 1864-1866.""","https://archive.sro.wa.gov.au/index.php/c-c-hunt-country-eastward-of-york-sheet-iii-eastern-sheet-see-also-nos-25-28-1864-1866-026"
"EXPLORATION PLANS","3423-027.jpg","""C.C. Hunt - exploration track eastwards, February-October 1864 (Eastern sheet - see also nos. 23 & 24).""","https://archive.sro.wa.gov.au/index.php/c-c-hunt-exploration-track-eastwards-february-october-1864-eastern-sheet-see-also-nos-23-24-027"
"EXPLORATION PLANS","3423-028.jpg","""C.C. Hunt - country eastward of York - sheet II (Central sheet - see also nos. 25 & 26), 1864-1866.""","https://archive.sro.wa.gov.au/index.php/c-c-hunt-country-eastward-of-york-sheet-ii-central-sheet-see-also-nos-25-26-1864-1866-028"
"EXPLORATION PLANS","3423-029.jpg","""C.C. Hunt - explorations in Western Australia, 1864-1866 (Composite plan reduced from original) Survey Office, Perth.""","https://archive.sro.wa.gov.au/index.php/c-c-hunt-explorations-in-western-australia-1864-1866-composite-plan-reduced-from-original-survey-office-perth-029"
"EXPLORATION PLANS","3423-031.jpg","""R. Austin and party - Mombekine to Mt Churchman, July/August 1854.""","https://archive.sro.wa.gov.au/index.php/r-austin-and-party-mombekine-to-mt-churchman-july-august-1854-031"
"EXPLORATION PLANS","3423-032.jpg","""J. Forrest - rough plan of the country eastward of Champion Bay. Compiled from the exploration route of J. Forrest in 1869. Litho endorsed J. Forrest, 1873.""","https://archive.sro.wa.gov.au/index.php/j-forrest-rough-plan-of-the-country-eastward-of-champion-bay-compiled-from-the-exploration-route-of-j-forrest-in-1869-litho-endorsed-j-forrest-1873-032"
"EXPLORATION PLANS","3423-033.jpg","""A. Hillman and Lefroy - plan of route to the north and east of the Northam District, June/July 1846.""","https://archive.sro.wa.gov.au/index.php/a-hillman-and-lefroy-plan-of-route-to-the-north-and-east-of-the-northam-district-june-july-1846-033"
"EXPLORATION PLANS","3423-034.jpg","""G. Smythe - plan of route to the East and North-East of Northam, June 1836.""","https://archive.sro.wa.gov.au/index.php/g-smythe-plan-of-route-to-the-east-and-north-east-of-northam-june-1836-034"
"EXPLORATION PLANS","3423-035.jpg","""A.C. Gregory - explorations in the Kojonup District, 1845-1846.""","https://archive.sro.wa.gov.au/index.php/a-c-gregory-explorations-in-the-kojonup-district-1845-1846-035"
"EXPLORATION PLANS","3423-036.jpg","""Sir James Stirling's route from Kojonup to Pinjarra, April 1837. Compiled by A. Hillman, December 1837.""","https://archive.sro.wa.gov.au/index.php/sir-james-stirlings-route-from-kojonup-to-pinjarra-april-1837-compiled-by-a-hillman-december-1837-036"
"EXPLORATION PLANS","3423-037.jpg","""Mr Hillman's route from Kelmscott to Williams River, January 1835.""","https://archive.sro.wa.gov.au/index.php/mr-hillmans-route-from-kelmscott-to-williams-river-january-1835-037"
"EXPLORATION PLANS","3423-038.jpg","""Track of Messrs Clarkson, Lukin and Harper in the winter of 1864 (North-East of Newcastle).""","https://archive.sro.wa.gov.au/index.php/track-of-messrs-clarkson-lukin-and-harper-in-the-winter-of-1864-north-east-of-newcastle-038"
"EXPLORATION PLANS","3423-041.jpg","""A. Hillman, Colonial Draftsman - Track from Kelmscott to the Murray, 1835 (Sheet 1).""","https://archive.sro.wa.gov.au/index.php/a-hillman-colonial-draftsman-track-from-kelmscott-to-the-murray-1835-sheet-1-041"
"EXPLORATION PLANS","3423-042.jpg","""A. Hillman, Colonial Draftsman - Track from Kelmscott to the Murray, 1835 (Sheet 1). Routes of Hillman and Bannister.""","https://archive.sro.wa.gov.au/index.php/a-hillman-colonial-draftsman-track-from-kelmscott-to-the-murray-1835-sheet-1-routes-of-hillman-and-bannister-042"
"EXPLORATION PLANS","3423-043.jpg","""A.C. Gregory - routes from Kojonup down the Gordon River to Nornalup Inlet.""","https://archive.sro.wa.gov.au/index.php/a-c-gregory-routes-from-kojonup-down-the-gordon-river-to-nornalup-inlet-043"
"EXPLORATION PLANS","3423-044.jpg","""A.C. Gregory - routes in the vicinity of the Williams and Murray Rivers.""","https://archive.sro.wa.gov.au/index.php/a-c-gregory-routes-in-the-vicinity-of-the-williams-and-murray-rivers-044"
"EXPLORATION PLANS","3423-045.jpg","""Tracks of J. Bannister and A. Smythe from Kelmscott to King George's Sound.""","https://archive.sro.wa.gov.au/index.php/tracks-of-j-bannister-and-a-smythe-from-kelmscott-to-king-georges-sound-045"
"EXPLORATION PLANS","3423-048.jpg","""J.S. Roe - exploration in Southern Districts.""","https://archive.sro.wa.gov.au/index.php/j-s-roe-exploration-in-southern-districts-048"
"EXPLORATION PLANS","3423-049.jpg","""R. Edwards - sketch of a route from the Blackwood to the Vasse.""","https://archive.sro.wa.gov.au/index.php/r-edwards-sketch-of-a-route-from-the-blackwood-to-the-vasse-049"
"EXPLORATION PLANS","3423-050.jpg","""F.T. Gregory - plan showing the relative position of surveys and explorations in Plantagenet and Kent fixed by trigonometrical survey, 1850.""","https://archive.sro.wa.gov.au/index.php/f-t-gregory-plan-showing-the-relative-position-of-surveys-and-explorations-in-plantagenet-and-kent-fixed-by-trigonometrical-survey-1850-050"
"EXPLORATION PLANS","3423-051.jpg","""F.T. Gregory - explorations in Southern Districts.""","https://archive.sro.wa.gov.au/index.php/f-t-gregory-explorations-in-southern-districts-051"
"EXPLORATION PLANS","3423-052.jpg","""Mr Hillman's route from Kelmscott to the Williams River (top portion only - see also Exploration Plan 67).""","https://archive.sro.wa.gov.au/index.php/mr-hillmans-route-from-kelmscott-to-the-williams-river-top-portion-only-see-also-exploration-plan-67-052"
"EXPLORATION PLANS","3423-053A.jpg","""F.T. Gregory - Route from Doubtful Island Bay to Cape Riche, March 1850 (Sheet 2).""","https://archive.sro.wa.gov.au/index.php/f-t-gregory-route-from-doubtful-island-bay-to-cape-riche-march-1850-sheet-2-053a"
"EXPLORATION PLANS","3423-053.jpg","""F.T. Gregory - Route from Doubtful Island Bay to Cape Riche, March 1850 (Sheet 1).""","https://archive.sro.wa.gov.au/index.php/f-t-gregory-route-from-doubtful-island-bay-to-cape-riche-march-1850-sheet-1-053"
"EXPLORATION PLANS","3423-054.jpg","""G.E. Warburton - sketch of route from Vasse to Mt Barker [undated].""","https://archive.sro.wa.gov.au/index.php/g-e-warburton-sketch-of-route-from-vasse-to-mt-barker-undated-054"
"EXPLORATION PLANS","3423-055.jpg","""Map of Plantagenet Land District and adjoining areas, showing topographic exploration and cadastral features [damage to map obscures date - similar to Exploration Plan 56].""","https://archive.sro.wa.gov.au/index.php/map-of-plantagenet-land-district-and-adjoining-areas-showing-topographic-exploration-and-cadastral-features-damage-to-map-obscures-date-similar-to-exploration-plan-56-055"
"EXPLORATION PLANS","3423-056A.jpg","""J.S. Roe - explorations in the South West, October-December 1835 [Southern sheet - see also Exploration Plans 68 & 69].""","https://archive.sro.wa.gov.au/index.php/j-s-roe-explorations-in-the-south-west-october-december-1835-southern-sheet-see-also-exploration-plans-68-69-056a"
"EXPLORATION PLANS","3423-056.jpg","""Map of Plantagenet Land District and adjoining areas showing topographical exploration and cadastral features [damage to plan obscures date similar to Exploration Plan 55].""","https://archive.sro.wa.gov.au/index.php/map-of-plantagenet-land-district-and-adjoining-areas-showing-topographical-exploration-and-cadastral-features-damage-to-plan-obscures-date-similar-to-exploration-plan-55-056"
"EXPLORATION PLANS","3423-057.jpg","""A. Hillman - route from the Canning to the Williams Rivers, December 1858.""","https://archive.sro.wa.gov.au/index.php/a-hillman-route-from-the-canning-to-the-williams-rivers-december-1858-057"
"EXPLORATION PLANS","3423-058.jpg","""A. Hillman - part of the Road from Albany to Perth, 1836.""","https://archive.sro.wa.gov.au/index.php/a-hillman-part-of-the-road-from-albany-to-perth-1836-058"
"EXPLORATION PLANS","3423-059.jpg","""A. Hillman - Route from the Murray River towards Albany, 1837 (Sheet 1).""","https://archive.sro.wa.gov.au/index.php/a-hillman-route-from-the-murray-river-towards-albany-1837-sheet-1-059"
"EXPLORATION PLANS","3423-060.jpg","""H.M. Ommanney - sketch of routes to and from the Canning River and Busselton, August 1839.""","https://archive.sro.wa.gov.au/index.php/h-m-ommanney-sketch-of-routes-to-and-from-the-canning-river-and-busselton-august-1839-060"
"EXPLORATION PLANS","3423-061A.jpg","""H.W. Bunbury - route taken from Pinjarra to the Williams River, 1836. Copied by A. Durlacher, 1839.""","https://archive.sro.wa.gov.au/index.php/h-w-bunbury-route-taken-from-pinjarra-to-the-williams-river-1836-copied-by-a-durlacher-1839-061a"
"EXPLORATION PLANS","3423-061.jpg","""H.W. Bunbury - route from Pinjarra to the Williams River, 1836 (drafted by A. Hillman, June 1837).""","https://archive.sro.wa.gov.au/index.php/h-w-bunbury-route-from-pinjarra-to-the-williams-river-1836-drafted-by-a-hillman-june-1837-061"
"EXPLORATION PLANS","3423-062.jpg","""Track of Captain Bannister and G. Smythe from Kelmscott to King George's Sound (Sheet 2), 1831.""","https://archive.sro.wa.gov.au/index.php/track-of-captain-bannister-and-g-smythe-from-kelmscott-to-king-georges-sound-sheet-2-1831-062"
"EXPLORATION PLANS","3423-063.jpg","""J. Drummond - sketch of route northward from Toodyay, February 1841.""","https://archive.sro.wa.gov.au/index.php/j-drummond-sketch-of-route-northward-from-toodyay-february-1841-063"
"EXPLORATION PLANS","3423-064.jpg","""A. Hillman - explorations taken at various times into the interior of Western Australia, 1833-1837.""","https://archive.sro.wa.gov.au/index.php/a-hillman-explorations-taken-at-various-times-into-the-interior-of-western-australia-1833-1837-064"
"EXPLORATION PLANS","3423-065.jpg","""A.C. Gregory - eye sketch of the country between the Williams and Serpentine Rivers, March 1845.""","https://archive.sro.wa.gov.au/index.php/a-c-gregory-eye-sketch-of-the-country-between-the-williams-and-serpentine-rivers-march-1845-065"
"EXPLORATION PLANS","3423-066.jpg","""A. Hillman - route to the Avon River round by the Williams River, October-November 1835.""","https://archive.sro.wa.gov.au/index.php/a-hillman-route-to-the-avon-river-round-by-the-williams-river-october-november-1835-066"
"EXPLORATION PLANS","3423-067.jpg","""A. Hillman - route from Kelmscott to the Williams River (Bottom portion of Exploration Plan 52).""","https://archive.sro.wa.gov.au/index.php/a-hillman-route-from-kelmscott-to-the-williams-river-bottom-portion-of-exploration-plan-52-067"
"EXPLORATION PLANS","3423-068.jpg","""J.S. Roe - explorations in the South West, October-December 1835 [Northern sheet - see also Exploration Plans 69 & 56A].""","https://archive.sro.wa.gov.au/index.php/j-s-roe-explorations-in-the-south-west-october-december-1835-northern-sheet-see-also-exploration-plans-69-56a-068"
"EXPLORATION PLANS","3423-069A.jpg","""Explorations by J.S. Roe, Surveyor General, Western Australia, 1848-1849 [also shows Hunt's routes, 1864].""","https://archive.sro.wa.gov.au/index.php/explorations-by-j-s-roe-surveyor-general-western-australia-1848-1849-also-shows-hunts-routes-1864-069a"
"EXPLORATION PLANS","3423-069.jpg","""J.S. Roe - explorations in the South West, October-December 1835 [Central sheet - see also Exploration Plans 56A & 68].""","https://archive.sro.wa.gov.au/index.php/j-s-roe-explorations-in-the-south-west-october-december-1835-central-sheet-see-also-exploration-plans-56a-68-069"
"EXPLORATION PLANS","3423-070.jpg","""J.S. Roe - routes to the Northward of Champion Bay in June 1847.""","https://archive.sro.wa.gov.au/index.php/j-s-roe-routes-to-the-northward-of-champion-bay-in-june-1847-070"
"EXPLORATION PLANS","3423-071.jpg","""Plan showing the Adelaide and Pt Darwin Telegraph line. Compiled from official documents supplied by the Superintendent of Telegraphs [undated]. (Signed) D. Daniel Daly, Surveyor Generals Office, Adelaide.""","https://archive.sro.wa.gov.au/index.php/plan-showing-the-adelaide-and-pt-darwin-telegraph-line-compiled-from-official-documents-supplied-by-the-superintendent-of-telegraphs-undated-signed-d-daniel-daly-surveyor-generals-office-adelaide-071"
"EXPLORATION PLANS","3423-072.jpg","""C.E. Burrows - exploration of the East Kimberley District [Reduction from tracing 1886].""","https://archive.sro.wa.gov.au/index.php/c-e-burrows-exploration-of-the-east-kimberley-district-reduction-from-tracing-1886-072"
"EXPLORATION PLANS","3423-074.jpg","""C.C. Hunt - explorations eastward of York, 1864-1866 [reduction from original], Survey Office \""Copy\"".""","https://archive.sro.wa.gov.au/index.php/c-c-hunt-explorations-eastward-of-york-1864-1866-reduction-from-original-survey-office-copy-074"
"EXPLORATION PLANS","3423-075.jpg","""S.A. Hubbe - route traversed by the South Australian Stock Route Expedition Coolgardie to Eucla. Photolitho. (endorsed by Hubbe), December 1896.""","https://archive.sro.wa.gov.au/index.php/s-a-hubbe-route-traversed-by-the-south-australian-stock-route-expedition-coolgardie-to-eucla-photolitho-endorsed-by-hubbe-december-1896-075"
"EXPLORATION PLANS","3423-076.jpg","""A. Mason - track of expedition to obtain information inspecting incursion of rabbits (Plan endorsed by A. Mason), January 1897.""","https://archive.sro.wa.gov.au/index.php/a-mason-track-of-expedition-to-obtain-information-inspecting-incursion-of-rabbits-plan-endorsed-by-a-mason-january-1897-076"
"EXPLORATION PLANS","3423-077.jpg","""Plan showing route taken by the Swinger Exploration Party [Sheet 1].""","https://archive.sro.wa.gov.au/index.php/plan-showing-route-taken-by-the-swinger-exploration-party-sheet-1-077"
"EXPLORATION PLANS","3423-078.jpg","""Plan showing route taken by the Swinger Exploration Party [Sheet 2].""","https://archive.sro.wa.gov.au/index.php/plan-showing-route-taken-by-the-swinger-exploration-party-sheet-2-078"
"EXPLORATION PLANS","3423-079.jpg","""Rough plan showing country explored by D.W. Carnegie and party, March-June 1894.""","https://archive.sro.wa.gov.au/index.php/rough-plan-showing-country-explored-by-d-w-carnegie-and-party-march-june-1894-079"
"EXPLORATION PLANS","3423-080.jpg","""H. Russel - plan showing route of exploration between Mt Clarke and Mt Squires, 1897. Photolitho endorsed by H. Russel, 17 November 1897.""","https://archive.sro.wa.gov.au/index.php/h-russel-plan-showing-route-of-exploration-between-mt-clarke-and-mt-squires-1897-photolitho-endorsed-by-h-russel-17-november-1897-080"
"EXPLORATION PLANS","3423-081A.jpg","""[Duplicate of Exploration Plan 81].""","https://archive.sro.wa.gov.au/index.php/duplicate-of-exploration-plan-81-081a"
"EXPLORATION PLANS","3423-081.jpg","""E. Giles - plan of country west of the telegraph line in the interior of Australia, 1872-73, Surveyor General, Adelaide.""","https://archive.sro.wa.gov.au/index.php/e-giles-plan-of-country-west-of-the-telegraph-line-in-the-interior-of-australia-1872-73-surveyor-general-adelaide-081"
"EXPLORATION PLANS","3423-082.jpg","""E. Giles - plan of the country west of the telegraph line in the interior of Australia, 1872-73 - Surveyor General, Adelaide.""","https://archive.sro.wa.gov.au/index.php/e-giles-plan-of-the-country-west-of-the-telegraph-line-in-the-interior-of-australia-1872-73-surveyor-general-adelaide-082"
"EXPLORATION PLANS","3423-083A.jpg","""W.F. Randall - Plan showing explorations routes in search of Wells and Jones of the Calvert Expedition [duplicate tracing].""","https://archive.sro.wa.gov.au/index.php/w-f-randall-plan-showing-explorations-routes-in-search-of-wells-and-jones-of-the-calvert-expedition-duplicate-tracing-083a"
"EXPLORATION PLANS","3423-083.jpg","""W.F. Randall - plan showing route of exploration in search of Wells and Jones of the Calvert Expedition, 1897 [Sheet 1 North].""","https://archive.sro.wa.gov.au/index.php/w-f-randall-plan-showing-route-of-exploration-in-search-of-wells-and-jones-of-the-calvert-expedition-1897-sheet-1-north-083"
"EXPLORATION PLANS","3423-084.jpg","""W.F. Randall - plan showing route of exploration in search of Wells and Jones of the Calvert Expedition, 1897 [Sheet 2 South].""","https://archive.sro.wa.gov.au/index.php/w-f-randall-plan-showing-route-of-exploration-in-search-of-wells-and-jones-of-the-calvert-expedition-1897-sheet-2-south-084"
"EXPLORATION PLANS","3423-085.jpg","""F.H. Hann - explorations [between Ravensthorpe and Comet Vale].""","https://archive.sro.wa.gov.au/index.php/f-h-hann-explorations-between-ravensthorpe-and-comet-vale-085"
"EXPLORATION PLANS","3423-086.jpg","""F.S. Brockman - explorations in the Kimberley [Sheet 4, 142/300 chain].""","https://archive.sro.wa.gov.au/index.php/f-s-brockman-explorations-in-the-kimberley-sheet-4-142-300-chain-086"
"EXPLORATION PLANS","3423-087.jpg","""F.S. Brockman - explorations in the Kimberley [Sheet 3, 141/300 chain].""","https://archive.sro.wa.gov.au/index.php/f-s-brockman-explorations-in-the-kimberley-sheet-3-141-300-chain-087"
"EXPLORATION PLANS","3423-088.jpg","""F.S. Brockman - explorations in the Kimberley [Sheet 7, 146/300 chain].""","https://archive.sro.wa.gov.au/index.php/f-s-brockman-explorations-in-the-kimberley-sheet-7-146-300-chain-088"
"EXPLORATION PLANS","3423-089.jpg","""F.S. Brockman - explorations in the Kimberley [Sheet 5, 143/300 chain].""","https://archive.sro.wa.gov.au/index.php/f-s-brockman-explorations-in-the-kimberley-sheet-5-143-300-chain-089"
"EXPLORATION PLANS","3423-090.jpg","""F.S. Brockman - explorations in the Kimberley [Sheet 2, 140/300 chain].""","https://archive.sro.wa.gov.au/index.php/f-s-brockman-explorations-in-the-kimberley-sheet-2-140-300-chain-090"
"EXPLORATION PLANS","3423-091.jpg","""F.S. Brockman - explorations in the Kimberley [Sheet 8, 147/300 chain].""","https://archive.sro.wa.gov.au/index.php/f-s-brockman-explorations-in-the-kimberley-sheet-8-147-300-chain-091"
"EXPLORATION PLANS","3423-092.jpg","""F.S. Brockman - explorations in the Kimberley [Sheet 6, 144/300 chain].""","https://archive.sro.wa.gov.au/index.php/f-s-brockman-explorations-in-the-kimberley-sheet-6-144-300-chain-092"
"EXPLORATION PLANS","3423-093.jpg","""F.S. Brockman - explorations in the Kimberley [Sheet 1, 139/300 chain].""","https://archive.sro.wa.gov.au/index.php/f-s-brockman-explorations-in-the-kimberley-sheet-1-139-300-chain-093"
"EXPLORATION PLANS","3423-094A.jpg","""Australia from surveys made by Order of the British Government (et alia), John Arrowsmith, London, 1862 [Office record with explorer's routes marked to 1874].""","https://archive.sro.wa.gov.au/index.php/australia-from-surveys-made-by-order-of-the-british-government-et-alia-john-arrowsmith-london-1862-office-record-with-explorers-routes-marked-to-1874-094a"
"EXPLORATION PLANS","3423-094.jpg","""Australia from surveys made by Order of the British Government (et alia), John Arrowsmith, London, 1862.""","https://archive.sro.wa.gov.au/index.php/australia-from-surveys-made-by-order-of-the-british-government-et-alia-john-arrowsmith-london-1862-094"
"EXPLORATION PLANS","3423-095.jpg","""E. Giles - map of exploration from Beltana Station (South Australia) to the City of Perth (Endorsed by Land Surveyor General, Adelaide), 1876.""","https://archive.sro.wa.gov.au/index.php/e-giles-map-of-exploration-from-beltana-station-south-australia-to-the-city-of-perth-endorsed-by-land-surveyor-general-adelaide-1876-095"
"EXPLORATION PLANS","3423-096.jpg","""F.H. Hann - exploration from Menzies and Niagara to Wiluna and northwards (Surveyor General's tracing from original), 1902.""","https://archive.sro.wa.gov.au/index.php/f-h-hann-exploration-from-menzies-and-niagara-to-wiluna-and-northwards-surveyor-generals-tracing-from-original-1902-096"
"EXPLORATION PLANS","3423-097A.jpg","""L.A. Wells - map showing the route and discoveries of the Calvert Exploring Expedition in Western Australia 1896-1897 (Duplicate of Exploration Roll 97).""","https://archive.sro.wa.gov.au/index.php/l-a-wells-map-showing-the-route-and-discoveries-of-the-calvert-exploring-expedition-in-western-australia-1896-1897-duplicate-of-exploration-roll-97-097a"
"EXPLORATION PLANS","3423-097.jpg","""F.H. Hann - plan of exploration between Laverton and Warburton Range (Endorsed by Hann), July 1903.""","https://archive.sro.wa.gov.au/index.php/f-h-hann-plan-of-exploration-between-laverton-and-warburton-range-endorsed-by-hann-july-1903-097"
"EXPLORATION PLANS","3423-099.jpg","""A.H. Salmond - exploration Kimberley Division, May 1903.""","https://archive.sro.wa.gov.au/index.php/a-h-salmond-exploration-kimberley-division-may-1903-099"
